Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,3.8539,0,0.0,33,33.3295,0.059974,0.00662,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,0,0
0,7.2012,0,0.0,3,267.7719,0.006667,0.020465,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,1,0
3,932.0745,3,0.0,13,537.9999,0.001484,0.00348,0.0,0.0,Nov,1,1,8,1,Returning_Visitor,0,0
0,92.491,0,0.0,0,25.2244,0.010978,0.000308,0.0,0.0,Dec,3,5,5,2,Returning_Visitor,0,0
0,4.4106,0,0.0,0,75.9217,0.030877,0.00032,0.0,0.4,Nov,2,2,4,13,Returning_Visitor,1,0
0,0.0725,0,0.0,121,428.4345,0.017667,0.000671,3.395637,0.4,May,3,1,1,4,Returning_Visitor,0,0
2,51.4555,0,0.0,14,77.4013,0.017756,0.00468,6.658772,0.0,June,2,1,1,1,Returning_Visitor,0,0
11,205.2639,0,0.0,0,141.0131,0.002011,0.002162,0.0,0.0,Dec,2,2,1,3,Returning_Visitor,0,1
0,2.1164,0,0.0,14,35.9049,0.024979,0.006031,35.113438,0.0,Jul,1,1,2,3,Returning_Visitor,1,0
0,1.7416,1,88.197,1,4515.0908,0.00981,0.000741,0.0,0.0,Nov,2,10,9,3,Returning_Visitor,0,1
13,0.0236,0,0.0,23,495.7543,0.004477,0.049923,10.735457,0.0,May,2,2,1,3,Returning_Visitor,0,0
2,41.5429,0,44.492,42,444.9167,0.133677,0.012571,0.0,0.0,Mar,3,1,1,2,Returning_Visitor,0,0
1,0.8465,0,0.0,8,6.6194,0.03561,0.010866,13.830043,0.0,May,3,2,1,2,Returning_Visitor,1,0
3,60.3902,0,0.0,43,114.9404,0.029042,0.0474,0.0,0.0,Mar,4,2,3,2,Returning_Visitor,0,0
1,132.9355,0,0.0,0,3565.2154,0.005049,0.029011,0.0,0.0,May,2,2,1,8,New_Visitor,0,1
0,0.6291,0,0.0,11,1455.5859,0.001528,0.000583,0.0,0.0,May,2,2,6,4,Returning_Visitor,1,0
0,1.2437,0,0.0,5,47.4987,0.013369,0.026982,0.0,1.0,Jul,2,2,3,13,Returning_Visitor,0,0
0,0.3254,0,5.0298,11,823.361,0.007585,0.002816,0.0,0.0,Dec,3,1,1,4,New_Visitor,1,0
0,182.9379,0,0.0,50,963.5289,5e-06,7.3e-05,0.0,0.0,Mar,3,2,6,1,Returning_Visitor,0,0
2,1.3228,0,0.0,19,2852.4813,0.029668,0.003325,0.0,0.0,May,1,2,1,8,Returning_Visitor,0,0
1,0.2903,4,0.0,146,329.851,0.067164,0.035764,0.0,0.4,May,3,2,3,1,Returning_Visitor,0,0
0,0.0025,0,0.0,53,110.1802,0.000701,0.013418,21.102553,0.0,Nov,2,10,1,6,New_Visitor,0,0
0,147.2472,0,0.0,41,140.0925,0.023834,0.040004,0.0,0.0,May,1,2,3,2,Returning_Visitor,0,0
1,242.6266,0,1415.2281,87,22350.9697,0.004458,0.047945,0.0,0.0,May,2,2,1,2,Returning_Visitor,0,0
0,1.1201,0,0.0,146,187.0719,0.047983,0.001376,8.62416,0.0,May,2,1,1,2,Returning_Visitor,0,0
0,7.7029,0,0.0,118,604.0828,0.012248,0.028284,0.0,0.0,Mar,2,1,1,6,Returning_Visitor,0,0
0,0.4293,0,0.0,8,239.4239,0.000997,0.036349,0.0,0.0,Jul,3,2,1,3,New_Visitor,1,1
0,0.0978,1,58.6188,13,6263.3443,0.000367,0.00024,0.0,0.0,May,1,1,1,8,New_Visitor,0,0
8,6.0948,0,21.8589,30,1609.7028,0.092397,0.012582,71.08981,0.0,May,2,2,1,1,New_Visitor,1,1
1,63.4713,0,0.0,20,338.2725,0.010915,0.029602,31.60985,0.0,May,2,2,3,2,Returning_Visitor,0,0
2,3.2126,0,0.0,57,166.6632,0.022342,0.01868,0.0,0.0,Mar,1,2,3,3,Other,0,0
0,1.1655,0,0.0,2,3605.28,0.026518,0.017197,0.0,0.0,Dec,2,2,1,10,Returning_Visitor,0,0
3,81.7497,0,79.7213,16,62.3755,0.000747,0.032972,0.0,0.0,May,2,4,1,3,Returning_Visitor,1,0
0,2.4447,0,0.0,0,45.1462,0.018451,0.069176,0.0,0.0,Oct,1,2,1,13,Returning_Visitor,0,0
0,6.5375,0,132.551,15,6271.3862,0.006479,0.025193,0.0,0.0,Sep,2,5,2,2,Returning_Visitor,0,0
6,12.4256,0,21.5735,42,59.9902,0.01739,0.007914,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,0
3,2.1304,0,0.0,62,16.3822,7.8e-05,0.004696,0.0,0.0,Nov,2,2,3,4,Returning_Visitor,0,0
2,0.475,0,0.0,0,372.3243,0.006092,0.011623,0.0,0.8,May,2,2,8,11,Returning_Visitor,0,0
0,18.9833,0,49.6349,223,453.534,0.001352,0.004955,0.0,0.0,Mar,3,1,3,3,Returning_Visitor,0,1
0,174.6436,0,0.0,47,8.0878,0.00611,0.00056,0.0,0.0,Oct,2,1,7,1,Returning_Visitor,0,0
0,10.2176,0,0.0,455,365.3873,0.020812,0.023714,0.0,0.0,May,1,1,1,2,Returning_Visitor,0,1
7,36.2024,5,0.0,0,684.1575,0.001758,0.010056,0.0,0.0,May,2,10,7,1,New_Visitor,1,0
5,32.822,5,15.6709,80,6084.7894,0.110049,0.001345,0.0,0.0,Jul,2,1,2,8,Returning_Visitor,0,0
0,14.2798,2,0.0,59,12.4258,0.0066,0.051821,0.0,0.0,May,2,2,1,4,Returning_Visitor,0,0
0,0.742,0,0.0,7,61.8911,0.017441,0.044924,0.0,0.6,May,2,5,1,8,Returning_Visitor,1,0
0,18.3472,0,0.0,3,108.9172,0.013212,0.025053,0.0,0.0,Mar,2,2,7,1,Returning_Visitor,1,0
2,67.916,0,0.0,59,530.6637,0.068537,0.019299,0.0,0.0,Dec,3,2,1,2,Returning_Visitor,0,0
0,0.2693,0,113.2554,0,15.4049,0.06371,0.008569,0.0,0.0,May,3,1,3,11,Returning_Visitor,0,0
6,0.6026,1,0.0,14,44.8912,0.001043,0.045481,16.645759,0.0,Nov,3,2,1,10,Returning_Visitor,0,1
0,78.6153,4,0.0,13,23.3833,0.015598,0.02314,96.20907,0.0,Dec,2,2,2,1,Returning_Visitor,0,0
0,110.4345,5,0.0,31,2.7286,0.004777,0.006567,24.474864,0.0,Dec,2,2,2,1,Returning_Visitor,1,0
1,1.052,0,52.3774,45,398.4702,0.003301,0.087402,0.0,0.0,Nov,4,1,3,2,Returning_Visitor,0,0
0,1.9723,0,0.0,43,5.7747,0.015191,0.013931,224.29082,0.0,Nov,1,2,1,1,Returning_Visitor,0,0
0,144.7348,0,79.6514,97,119.8637,0.00792,0.022235,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,147.4605,0,0.0,4,210.3857,0.010136,0.00369,0.0,0.0,Mar,3,5,3,4,Returning_Visitor,0,0
2,16.3439,0,583.4579,0,9388.0689,3e-05,0.067018,109.291112,0.0,Nov,2,2,1,1,Returning_Visitor,0,1
0,71.4594,0,0.0,0,578.9101,0.028647,0.026333,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,0,0
2,0.3916,0,0.0,0,11984.7486,0.005747,0.019518,3.455865,0.0,Dec,2,1,4,2,Returning_Visitor,0,0
4,0.1426,0,0.0,1,138.476,0.002115,0.00221,5.9376,0.0,Oct,3,2,1,4,Returning_Visitor,1,0
2,5.0886,0,380.4693,19,1468.1077,0.05749,0.05562,0.0,0.0,Mar,3,1,3,1,Returning_Visitor,0,0
2,69.4971,0,0.0,23,8418.2615,0.015548,0.024117,0.0,0.0,Mar,3,2,7,4,Returning_Visitor,1,0
0,7.3267,0,514.5578,94,1596.5906,0.001366,0.008804,0.0,0.0,Mar,2,2,1,1,New_Visitor,0,0
0,102.9838,0,0.0,114,514.0664,0.007254,0.016651,0.0,0.0,May,2,2,6,2,New_Visitor,0,1
0,49.1065,10,0.0,48,723.4735,0.00591,0.003063,0.0,0.0,Dec,4,2,4,1,Returning_Visitor,0,0
1,5.1925,0,0.0,46,46.708,0.023391,0.041361,28.283701,1.0,Dec,1,2,1,2,New_Visitor,0,0
1,3.4596,0,0.0,23,5422.378,0.033256,0.032917,0.0,0.8,May,1,2,3,1,Returning_Visitor,0,1
0,10.9874,0,0.0,22,1.6118,0.051596,0.004427,0.0,0.6,Nov,4,1,9,1,New_Visitor,0,0
4,964.0801,0,32.5139,0,299.4761,0.039954,0.016717,83.46381,0.0,Mar,2,2,3,1,New_Visitor,0,0
0,3.8404,2,0.0,70,726.1209,8e-06,0.021207,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,0,0
0,0.0601,0,0.0,33,21.4948,5e-05,0.002528,0.0,0.0,Nov,3,2,1,4,Returning_Visitor,0,0
0,8.9221,0,0.0,5,23.1267,0.003484,0.016043,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0
2,0.9235,0,0.0,45,9500.7414,0.030546,0.008161,0.0,0.0,Nov,1,4,1,11,Returning_Visitor,0,0
0,0.6273,0,0.0,7,12.3852,0.001282,0.011048,10.408137,0.6,May,1,2,7,3,New_Visitor,0,0
0,8.3228,0,30.3889,17,77.3276,0.022281,0.012742,4.282514,0.0,Nov,2,1,1,20,Returning_Visitor,0,0
6,80.7878,0,0.0,53,20.6431,0.04342,0.034005,0.0,0.0,Dec,2,2,4,13,New_Visitor,0,1
0,48.9804,2,0.0,3,1121.4028,0.104359,0.033525,0.0,0.0,Mar,3,2,1,2,Returning_Visitor,0,0
0,80.9208,2,0.0,4,679.0531,0.000353,0.00571,0.0,0.0,Nov,1,2,4,4,Returning_Visitor,0,1
0,0.4465,0,0.0,5,39.895,0.016497,0.012376,14.027206,0.0,Mar,2,1,4,1,Returning_Visitor,1,0
0,107.7144,1,0.0,3,1854.5203,0.049524,0.005604,0.0,0.0,Nov,1,2,6,2,Returning_Visitor,0,0
0,1.1049,0,0.0,0,194.7566,0.005353,0.034299,0.0,0.0,Nov,1,2,3,2,New_Visitor,1,0
0,8.8132,0,0.0,19,14120.1929,0.012472,0.01741,0.0,0.0,June,3,1,2,3,Returning_Visitor,1,0
5,198.1928,0,0.0,4,3034.8562,0.042396,0.067839,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,1,0
0,283.3117,0,0.0,34,48.8707,0.036535,0.021933,0.0,0.6,Dec,1,2,1,2,Returning_Visitor,0,0
0,7.4859,0,0.0,28,19.1279,0.002056,0.027712,0.0,0.0,May,4,2,5,2,Returning_Visitor,0,0
2,8.3488,1,0.0,0,50.4168,0.001844,0.007306,0.0,0.0,Jul,2,2,1,1,New_Visitor,0,0
0,0.5845,2,0.0,17,184.0159,0.005652,0.010198,0.0,0.0,Nov,2,2,4,2,New_Visitor,0,0
1,3.5218,0,0.0,44,321.8635,0.0005,0.010303,0.0,0.6,Nov,1,2,3,2,Returning_Visitor,1,0
0,2.5985,0,0.0,0,392.2109,0.000429,0.017945,0.0,0.0,Nov,3,2,1,2,Returning_Visitor,0,0
1,5.4989,0,0.0,20,811.3429,0.041463,0.038481,15.623095,0.0,Feb,2,2,1,11,Returning_Visitor,0,0
0,20.0379,1,0.0,10,88.504,0.051538,0.047301,0.0,0.0,May,2,2,7,2,Returning_Visitor,0,0
0,8.7727,0,155.4232,40,218.5963,0.058265,0.009171,0.0,0.0,May,1,2,6,13,Returning_Visitor,0,0
0,0.4699,2,0.0,99,651.9801,0.00017,0.021658,0.0,0.0,May,2,2,4,4,Returning_Visitor,0,1
0,6.9279,1,0.0,0,13.2109,0.008226,0.053958,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,1,1
0,24.9111,0,0.0,0,177.4891,0.012,0.006772,0.0,0.0,Jul,2,4,1,4,Returning_Visitor,0,1
1,557.3309,0,0.0,31,103.1696,0.004753,0.056453,0.0,0.0,Nov,4,1,2,3,Returning_Visitor,1,0
0,11.0085,0,0.0,18,11.6982,0.000156,0.002548,0.0,0.0,Nov,2,2,4,2,Returning_Visitor,0,0
0,0.4742,0,0.0,89,5402.234,0.016265,0.028831,0.0,0.0,May,1,1,2,2,Returning_Visitor,0,0
0,3.2978,3,0.0,15,4440.6838,0.033944,0.009916,0.0,0.0,Mar,2,2,3,3,Returning_Visitor,1,0
1,13.8451,0,67.9491,0,1120.9864,0.040881,0.001031,0.0,0.0,Dec,3,2,8,2,Returning_Visitor,0,0
0,18.3101,1,0.0,4,17.6889,0.006446,0.02404,0.0,0.0,May,3,2,1,10,Returning_Visitor,0,0
5,0.0225,0,0.0,4,1178.0324,0.001001,0.009919,0.0,0.0,May,2,4,9,2,Returning_Visitor,1,1
1,18.3897,0,0.0,11,40.1659,0.000444,5.7e-05,0.0,0.0,May,1,2,9,1,Returning_Visitor,0,0
19,574.6496,0,274.0935,0,13.8384,0.002281,0.000156,10.477487,0.0,May,2,2,8,1,Returning_Visitor,0,0
0,86.0593,0,40.7131,57,20.8578,0.08553,0.017902,0.0,0.0,May,2,2,3,2,Returning_Visitor,1,0
0,15.0527,0,0.0,26,13240.1005,0.022344,0.005585,15.777941,0.0,May,2,2,4,10,Returning_Visitor,1,0
3,10.8308,0,21.853,33,95.8979,0.09086,0.072207,63.990888,0.0,Feb,1,2,3,3,New_Visitor,0,0
0,79.3728,0,0.0,33,55.0215,0.009896,0.009852,0.0,0.0,Mar,1,2,3,1,Returning_Visitor,0,0
1,665.3491,0,0.0,1,1138.4754,0.025315,0.001021,0.0,0.0,Nov,2,1,6,3,Returning_Visitor,0,0
1,8.1405,1,0.0,0,300.2821,0.064892,0.027364,4.758942,0.0,Mar,3,2,3,2,Returning_Visitor,0,0
6,4.2743,0,0.0,31,147.1613,0.030342,0.025723,0.0,0.0,Feb,2,4,1,4,Returning_Visitor,0,0
1,45.8446,0,0.0,22,178.283,0.018492,0.02343,5.890586,1.0,May,1,6,1,1,Returning_Visitor,1,0
0,5.5375,0,0.0,4,273.3004,0.034018,0.020256,0.0,0.0,Mar,3,2,4,6,Returning_Visitor,0,0
1,9.1698,0,0.0,71,98.7266,0.008056,1.8e-05,0.0,0.0,Mar,1,1,6,1,Returning_Visitor,1,0
14,1.6295,0,27.6084,23,446.4276,0.000534,0.034866,0.0,0.0,Nov,1,2,3,20,New_Visitor,0,0
0,35.6951,0,0.0,17,334.2903,0.027255,0.088596,0.0,0.0,May,4,2,3,6,Returning_Visitor,0,1
2,2.8646,0,602.9371,26,638.4717,0.001633,0.009351,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,0,0
1,1.3342,0,0.0,0,977.3088,0.000493,0.012648,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,1,0
0,4.8382,0,0.0,26,1286.2423,0.00468,0.006373,0.0,0.0,June,2,2,5,3,Returning_Visitor,1,0
0,40.3059,0,30.2885,1,582.1721,0.064327,0.003596,0.0,0.0,Nov,2,2,2,9,New_Visitor,0,0
5,11.9377,0,0.0,26,941.4217,0.032275,0.012629,3.969249,0.0,Nov,2,2,3,1,Returning_Visitor,1,0
0,77.3892,0,0.0,187,19.1267,0.062599,0.039738,5.52794,0.0,Nov,2,2,2,1,Returning_Visitor,1,0
0,0.0909,0,0.0,43,268.1182,0.003104,0.058228,0.0,0.0,Oct,2,1,9,3,Returning_Visitor,0,0
16,0.806,0,0.0,87,1621.2817,0.000183,0.004282,12.176302,0.0,May,1,1,7,8,Returning_Visitor,0,0
0,0.8187,0,309.7394,10,575.2939,0.002244,0.027986,0.0,0.0,Mar,1,2,3,10,Returning_Visitor,0,0
0,2.8052,0,0.0,14,26.3209,0.005342,0.038716,0.0,0.0,May,1,1,2,3,Returning_Visitor,0,1
4,751.1937,0,0.0,46,40.4665,0.000106,0.024268,0.0,0.0,Mar,2,1,1,10,Returning_Visitor,0,0
0,11.9354,0,0.0,1,2717.2052,0.023373,0.026564,0.0,0.8,Mar,2,1,1,2,Returning_Visitor,0,1
0,1.0631,0,0.0,90,43.7734,0.012635,0.042339,0.0,0.0,Dec,3,2,2,3,Returning_Visitor,1,0
0,28.5862,2,29.6977,0,67.1525,0.080881,0.048146,25.548022,0.2,Dec,1,2,7,2,Returning_Visitor,0,0
0,6.118,0,0.0,25,218.9211,0.051841,0.10789,0.0,0.0,May,1,2,4,2,Returning_Visitor,0,0
3,0.7409,0,0.0,33,1462.8696,0.003937,0.000341,8.722069,0.0,May,3,2,3,13,Returning_Visitor,0,0
7,3.7064,0,0.0,41,72.2879,0.017861,0.006434,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,0,0
2,25.5268,0,0.0,4,56.4543,0.022688,0.035628,0.0,0.0,Nov,2,2,3,8,Returning_Visitor,0,0
4,0.0447,0,0.0,0,1174.1205,0.022575,0.002714,0.0,0.0,Nov,2,2,9,2,Returning_Visitor,1,0
1,326.4473,1,290.2003,1,4636.6863,0.001578,0.030258,0.0,0.0,Mar,2,2,2,2,Returning_Visitor,0,0
0,14.7675,0,0.0,1,613.3747,0.01276,0.010159,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,0,0
3,13.8056,0,0.0,36,63.3063,0.022152,0.003389,0.0,0.0,May,2,2,1,6,Returning_Visitor,1,0
4,529.4624,0,0.0,0,37.0151,0.002758,0.010281,0.0,0.0,June,2,2,1,2,Returning_Visitor,0,0
0,34.9952,2,0.0,61,409.2914,0.029651,0.013298,0.0,0.0,Sep,2,1,1,2,New_Visitor,0,0
0,0.041,0,0.0,36,180.7827,0.070728,0.007548,44.016943,0.0,Nov,2,2,1,3,Returning_Visitor,0,0
0,0.6278,0,0.0,0,3244.4565,0.023443,0.06352,0.0,0.0,May,2,2,3,8,Returning_Visitor,0,0
3,1.4813,0,0.0,11,43.2675,0.130784,0.03536,68.870448,0.0,May,1,4,3,6,Returning_Visitor,0,0
0,7.1189,0,0.0,94,205.6763,0.003421,0.057619,0.0,0.0,Dec,2,2,3,3,Returning_Visitor,0,0
3,13.6187,0,0.0,2,3125.3089,0.0,0.015845,23.813082,0.0,Dec,2,1,6,6,Returning_Visitor,0,1
1,7.4248,0,0.0,0,8.9295,0.053285,0.005518,0.0,1.0,Nov,2,2,3,3,New_Visitor,0,0
1,5.1974,0,0.0,4,320.7057,0.000443,0.002463,0.0,0.0,Nov,2,2,6,1,Returning_Visitor,0,0
1,1573.779,1,0.0,0,726.6873,0.010988,0.004857,0.0,0.0,May,1,4,2,1,Returning_Visitor,0,0
0,1.1651,0,0.0,49,5570.3725,0.009118,0.006932,0.0,0.0,Nov,2,2,1,20,Returning_Visitor,0,0
0,2.2272,0,0.0,16,66.0399,0.004332,0.058704,0.0,0.0,May,3,2,7,2,Returning_Visitor,0,0
0,12.6696,0,0.0,4,448.1907,0.005597,0.029943,0.0,0.0,Oct,2,1,7,5,Returning_Visitor,1,0
2,13.1644,1,80.2085,47,655.4307,0.002629,0.003282,0.0,0.0,Dec,2,1,1,2,Returning_Visitor,1,0
0,10.22,0,0.0,0,106.9318,0.028236,0.02641,0.0,0.0,May,2,2,1,10,Returning_Visitor,0,0
0,16.1437,0,0.0,3,246.0119,0.078052,0.088498,0.0,0.0,May,2,2,6,4,Other,0,0
7,24.8771,0,0.0,68,217.5528,0.007806,0.016043,0.0,0.0,Nov,3,2,7,2,Returning_Visitor,1,0
0,38.6807,0,73.2861,34,121.4407,0.059581,0.003859,20.885732,0.0,Nov,1,2,1,1,New_Visitor,0,0
0,1.8499,0,0.0,26,99.661,0.000428,0.018051,6.904588,0.0,June,2,1,2,3,New_Visitor,1,0
1,34.1885,1,0.0,8,1432.9317,0.001528,0.036188,0.0,0.0,Mar,2,2,6,1,Returning_Visitor,0,0
0,11.4139,0,0.0,32,1.0286,0.044568,0.007511,0.0,0.2,Nov,2,10,1,2,Returning_Visitor,0,0
3,327.1289,4,263.1173,1,581.966,0.092578,0.001491,54.257466,0.0,May,2,2,1,4,Returning_Visitor,0,0
0,5.6279,0,0.0,0,8.5829,0.007069,0.002485,0.0,0.0,May,2,2,2,11,Returning_Visitor,1,0
5,11.4723,0,0.0,37,134.5763,0.019078,0.013439,0.0,0.0,Mar,3,1,5,4,Returning_Visitor,0,0
4,18.0686,0,0.0,32,402.2919,0.012294,0.000162,0.0,0.0,Nov,1,2,3,4,Returning_Visitor,0,0
0,7.0911,0,0.0,25,2512.2227,0.038639,0.028245,0.0,0.0,Nov,1,2,1,9,Returning_Visitor,0,0
5,0.5418,0,55.184,0,387.982,0.005429,0.032676,0.0,0.0,Dec,2,2,4,2,Returning_Visitor,0,0
1,30.4053,0,0.0,38,180.7513,0.001365,0.033697,38.253695,1.0,May,1,2,1,2,Returning_Visitor,0,0
2,12.9126,0,8.6579,20,193.0526,0.001052,0.01832,9.240507,0.0,Mar,2,1,2,13,Returning_Visitor,1,0
0,0.3811,0,0.0,216,99.2837,0.000748,0.054969,0.0,0.2,Mar,8,2,3,2,Returning_Visitor,0,0
0,1.6081,0,0.0,0,1168.1329,0.04557,0.003129,15.02153,0.0,Nov,2,2,1,11,New_Visitor,0,0
2,21.8172,5,148.6343,10,172.2415,0.0068,0.021674,0.0,0.4,May,3,2,2,1,Returning_Visitor,0,0
2,19.8305,0,0.0,3,405.2808,0.014434,0.062094,0.0,0.0,Jul,2,2,3,11,Returning_Visitor,0,0
6,84.882,0,0.0,131,20.9514,1e-06,0.007762,17.728332,0.0,Nov,2,1,1,3,Returning_Visitor,0,0
1,0.1409,1,0.0,25,9289.4824,1e-05,0.023079,0.0,0.0,Aug,1,1,4,3,Returning_Visitor,1,1
3,5.0216,0,0.0,14,94.7032,0.001547,0.008476,0.0,0.0,May,2,2,1,3,Returning_Visitor,1,0
0,0.9875,0,0.0,59,4.5647,0.01234,0.007077,0.0,0.0,Nov,3,2,2,1,Returning_Visitor,0,0
0,2.2902,0,133.0353,19,27.3214,0.018334,0.004408,5.967988,0.0,Nov,3,2,2,6,Returning_Visitor,0,0
8,1.2662,0,0.0,57,827.7766,0.045764,0.005502,1.469426,0.0,Nov,2,2,1,2,Returning_Visitor,0,0
0,10.1632,0,0.0,61,446.6145,0.005961,0.059824,0.0,0.0,Nov,1,2,1,4,Returning_Visitor,0,0
4,0.1896,0,0.0,3,1363.2006,0.001939,0.038654,0.0,0.0,Nov,3,1,2,3,Returning_Visitor,1,0
0,1.4119,0,0.0,5,69.302,0.000513,0.012532,1.648586,0.0,May,1,13,2,2,Returning_Visitor,0,0
0,5.3565,0,0.0,91,284.2478,0.010364,0.006788,0.0,0.0,May,2,2,3,2,Returning_Visitor,0,0
1,2.9547,0,31.6233,35,65.818,0.000101,0.041396,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,0,1
0,2.4969,0,86.3344,3,744.3474,0.005204,0.009639,0.0,0.0,May,2,2,1,1,Returning_Visitor,1,0
0,162.0402,0,0.0,9,3432.7416,0.034826,0.047865,0.0,0.0,May,2,2,4,1,Returning_Visitor,0,0
3,5.6782,0,0.0,74,92.91,0.018132,0.025331,0.0,0.0,May,2,1,3,4,Returning_Visitor,1,1
6,31.3912,0,0.0,0,551.1453,0.012751,0.009026,12.324325,0.0,Mar,2,2,2,2,Returning_Visitor,0,0
0,81.8334,0,0.0,65,242.4745,0.001304,0.024361,0.0,0.6,May,2,1,1,2,Returning_Visitor,0,0
6,48.1553,0,92.8207,32,135.818,0.005517,0.012976,0.0,0.0,Mar,3,2,3,4,Returning_Visitor,0,1
0,13.2653,0,0.0,0,2350.839,0.034685,0.001345,0.0,0.0,May,2,2,1,1,Returning_Visitor,0,0
2,9.8622,0,0.0,6,316.6483,0.049865,0.010359,0.0,0.0,Nov,2,10,1,13,Returning_Visitor,0,0
0,5.5468,3,0.0,3,2934.4944,0.027254,0.103419,5.661637,0.0,Mar,2,1,3,3,Returning_Visitor,0,0
0,203.8315,0,0.0,8,814.2911,0.002938,0.042593,0.0,0.0,Mar,1,2,7,2,New_Visitor,0,0
1,59.7818,0,0.0,0,2195.1485,0.000275,0.003921,61.675047,0.0,Mar,2,2,2,13,Returning_Visitor,0,0
0,0.3621,0,112.5942,21,72.9842,0.016614,0.000382,0.0,0.0,Nov,1,2,1,2,Returning_Visitor,0,0
0,0.5381,0,0.0,7,394.5266,0.016997,0.00078,88.17434,0.0,Nov,2,1,1,2,Returning_Visitor,0,0
0,22.5141,0,0.0,3,870.7865,0.005759,0.064933,0.0,1.0,Sep,2,2,7,2,Returning_Visitor,0,0
0,13.2945,0,0.0,42,308.4563,0.005098,0.02654,0.0,0.0,May,2,2,2,1,New_Visitor,0,0
1,26.166,3,0.0,0,41.5062,0.003561,0.002044,13.558369,0.0,Mar,2,2,1,1,Returning_Visitor,0,0
3,12.4144,0,313.6434,0,180.0065,0.001177,0.018038,0.0,0.0,Mar,3,2,3,3,Returning_Visitor,0,1
0,0.577,0,0.0,39,649.4511,0.066082,0.00447,13.416502,0.0,May,1,1,3,1,Returning_Visitor,0,0
0,50.5574,0,0.0,20,160.2519,0.000302,0.005012,0.0,0.0,Mar,2,2,3,1,Returning_Visitor,1,0
0,9.5759,0,0.0,2,316.9101,0.00392,0.002778,4.135701,0.0,Mar,2,1,1,1,Returning_Visitor,0,0
0,28.7012,0,0.0,4,517.656,0.006156,0.039603,0.0,0.4,Nov,2,2,1,10,Returning_Visitor,1,0
3,38.0465,0,5.0687,45,601.681,0.001885,0.007419,22.289792,1.0,Dec,2,2,1,3,New_Visitor,1,0
4,4.9887,0,768.1083,9,450.4058,0.050561,0.050123,0.0,0.0,Mar,1,2,1,2,Returning_Visitor,0,1
2,75.0015,0,41.3203,0,30.4587,0.08908,0.002984,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,0,0
0,47.8273,0,0.0,2,914.4217,0.005714,0.004414,6.23503,0.0,Oct,2,4,4,1,Returning_Visitor,0,0
0,8.1438,0,0.0,73,3263.1379,3.3e-05,0.000328,0.0,0.0,May,1,1,3,2,Returning_Visitor,0,0
0,10.1083,0,155.8546,138,321.0062,0.032427,0.035985,0.0,0.0,May,1,2,1,2,Returning_Visitor,0,0
0,414.0815,0,0.0,14,180.0047,0.086577,0.03306,17.452109,0.0,May,3,2,3,4,Returning_Visitor,0,0
4,95.7843,0,0.0,5,71.3402,0.037775,0.010099,0.0,0.4,Mar,2,2,1,13,Returning_Visitor,0,0
0,65.6118,0,0.0,85,80.4578,8.4e-05,0.021624,0.0,0.0,Dec,3,2,1,3,Returning_Visitor,0,0
2,23.4364,0,0.0,133,4.0453,0.000911,0.006147,0.0,0.8,Dec,3,5,2,4,Returning_Visitor,0,0
1,39.1596,0,0.0,12,813.451,0.000415,0.015456,0.0,0.0,May,3,1,2,4,Returning_Visitor,0,0
0,7.2093,2,1.0524,160,453.4628,0.005567,0.064146,0.0,0.0,May,2,1,1,1,Returning_Visitor,0,1
1,6.0279,1,0.0,8,8811.3153,0.066496,0.002795,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,0,0
2,2.9184,0,0.0,4,73.6167,0.008626,0.027713,0.0,0.6,Mar,2,8,1,4,Returning_Visitor,0,0
10,6.4924,0,43.5211,51,3030.4025,0.02133,0.017996,0.0,0.0,Sep,3,10,6,4,Returning_Visitor,0,0
0,3.3824,0,0.0,0,479.3694,0.027259,0.017641,14.462009,0.4,Mar,2,2,9,10,Returning_Visitor,1,0
9,171.6522,0,0.0,0,2546.3167,0.015059,0.028605,55.749386,0.0,Jul,3,4,6,5,Returning_Visitor,0,0
0,10.1757,0,0.0,5,123.9133,0.001837,0.018266,0.0,0.0,May,2,2,4,2,Returning_Visitor,1,0
0,5.0432,0,458.2455,2,164.9205,0.006528,0.000301,0.0,0.0,May,1,2,1,8,Returning_Visitor,0,0
